,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temperature,Windspeed
68,svetlogorsk,100,BY,1604280670,85,52.63,29.73,43.2,7.78
69,bulgan,0,MN,1604280461,84,48.81,103.53,21.58,1.77
70,sao miguel do araguaia,97,BR,1604280670,92,-13.28,-50.16,73.09,5.37
71,puerto ayora,100,EC,1604280524,91,-0.74,-90.35,69.01,7.0
72,maple creek,0,CA,1604280670,55,49.92,-109.48,44.6,6.93
73,ojinaga,1,MX,1604280670,27,29.57,-104.42,73.4,10.29
74,stephenville,1,US,1604280671,44,32.22,-98.2,57.99,8.5
75,mar del plata,0,AR,1604280399,87,-38.0,-57.56,60.01,2.24
76,zhigansk,99,RU,1604280509,91,66.77,123.37,0.1,20.51
77,wilmington,1,US,1604280503,87,34.23,-77.94,61.0,9.17
78,dikson,90,RU,1604280671,98,73.51,80.55,18.0,8.41
79,zelenogorskiy,0,RU,1604280672,97,55.03,87.0,32.0,11.18
80,hilo,1,US,1604280672,66,19.73,-155.09,84.2,5.82
81,ilulissat,100,GL,1604280552,67,69.22,-51.1,19.4,6.93
82,podstepki,90,RU,1604280672,93,53.52,49.14,37.4,11.18
83,carnarvon,40,AU,1604280673,56,-24.87,113.63,71.6,16.11
84,saint-pierre,90,RE,1604280673,56,-21.34,55.48,69.8,5.82
85,vanimo,78,PG,1604280507,65,-2.67,141.3,86.29,6.33
86,avarua,84,CK,1604280451,88,-21.21,-159.78,77.0,14.99
87,tiksi,0,RU,1604280673,90,71.69,128.87,-4.94,6.85
88,bredasdorp,100,ZA,1604280673,82,-34.53,20.04,64.4,10.29
89,kaitangata,95,NZ,1604280497,64,-46.28,169.85,54.0,11.01
90,najran,0,SA,1604280674,30,17.49,44.13,57.2,3.36
91,qostanay,90,KZ,1604280674,74,53.17,63.58,33.8,4.47
92,minna,52,NG,1604280674,44,9.61,6.56,77.0,3.36
93,lompoc,1,US,1604280463,68,34.64,-120.46,72.0,4.7
94,mahebourg,20,MU,1604280674,100,-20.41,57.7,64.4,4.7
95,ribeira grande,96,PT,1604280443,74,38.52,-28.7,63.64,18.66
96,georgetown,20,MY,1604280453,88,5.41,100.34,80.6,3.36
97,bubaque,0,GW,1604280550,77,11.28,-15.83,83.25,15.64
98,arraial do cabo,11,BR,1604280533,75,-22.97,-42.03,68.56,16.13
99,nyrob,46,RU,1604280675,98,60.73,56.72,23.11,3.49
100,jiazi,100,CN,1604280675,64,22.88,116.07,76.06,8.95
101,saint-philippe,90,RE,1604280675,56,-21.36,55.77,69.8,5.82
102,yar-sale,79,RU,1604280675,97,66.83,70.83,25.54,15.08
103,guira de melena,40,CU,1604280676,100,22.79,-82.51,78.8,6.93
104,umm lajj,0,SA,1604280676,69,25.02,37.27,77.43,5.84
105,raudeberg,100,NO,1604280676,87,61.99,5.14,46.99,24.56
106,conceicao do araguaia,100,BR,1604280499,91,-8.26,-49.26,74.91,2.95
107,padang,99,ID,1604280677,63,-0.95,100.35,83.57,2.46
108,seoul,1,KR,1604280677,71,37.57,126.98,55.4,5.95
109,jamestown,90,US,1604280503,92,42.1,-79.24,35.01,14.99
110,bandarbeyla,0,SO,1604280677,77,9.49,50.81,76.24,17.54
111,nantucket,75,US,1604280523,91,41.28,-70.1,57.99,12.75
112,derzhavinsk,30,KZ,1604280678,93,51.1,66.32,34.47,7.49
113,verkhnyaya inta,100,RU,1604280678,97,65.98,60.31,25.57,15.23
114,touros,75,BR,1604280678,78,-5.2,-35.46,80.6,10.29
115,tulln,100,AT,1604280678,97,48.33,16.06,55.99,1.99
116,san quintin,0,MX,1604280679,69,30.48,-115.95,66.58,5.86
117,castro,24,BR,1604280679,97,-24.79,-50.01,48.94,7.38
118,chokurdakh,100,RU,1604280466,93,70.63,147.92,-0.53,11.34
119,gamba,99,GA,1604280679,91,-2.65,10.0,75.7,2.46
120,hof,100,DE,1604280679,99,50.32,11.92,55.0,11.99
121,bograd,40,RU,1604280679,100,54.23,90.83,17.6,2.24
122,meulaboh,100,ID,1604280535,88,4.14,96.13,77.34,3.98
123,narrabri,0,AU,1604280680,38,-30.32,149.78,75.2,18.34
124,sawakin,57,SD,1604280680,75,19.11,37.33,83.39,7.16
125,olafsvik,92,IS,1604280589,87,64.89,-23.71,35.31,12.44
126,tigil,52,RU,1604280681,69,57.8,158.67,39.69,9.33
127,samarai,69,PG,1604280681,74,-10.62,150.67,83.71,10.16
128,isangel,75,VU,1604280681,66,-19.55,169.27,86.0,11.41
129,bodden town,20,KY,1604280399,83,19.28,-81.25,82.99,9.17
130,provideniya,0,RU,1604280682,63,64.38,-173.3,26.6,4.47
131,yellowknife,75,CA,1604280447,85,62.46,-114.35,12.99,18.34
132,inirida,100,CO,1604280682,98,3.87,-67.92,71.4,1.81
133,laguna,1,US,1604280682,35,38.42,-121.42,71.6,2.48
134,ukiah,1,US,1604280602,17,39.15,-123.21,75.2,3.36
135,cayenne,90,GF,1604280605,100,4.93,-52.33,78.8,2.24
136,sorland,100,NO,1604280682,79,67.67,12.69,49.84,26.89
137,aiken,1,US,1604280439,77,33.58,-81.6,62.01,12.75
138,noumea,90,NC,1604280683,45,-22.28,166.46,87.8,6.93
139,iqaluit,90,CA,1604280465,72,63.75,-68.51,15.8,3.04
140,princeton,1,US,1604280683,88,25.54,-80.41,80.01,4.7
141,grindavik,75,IS,1604280683,80,63.84,-22.43,35.6,8.05
142,lagoa,65,PT,1604280683,72,39.05,-27.98,62.06,15.82
143,betanzos,0,ES,1604280683,88,43.28,-8.21,69.01,12.75
144,trinidad,100,BO,1604280683,39,-14.83,-64.9,76.21,3.62
145,progreso,5,MX,1604280684,78,21.28,-89.67,75.99,6.93
146,harper,10,LR,1604280684,90,4.38,-7.72,77.07,6.02
147,quelimane,20,MZ,1604280684,88,-17.88,36.89,71.6,2.24
148,vardo,100,NO,1604280400,85,70.37,31.11,45.14,28.32
149,zhiletovo,99,RU,1604280684,100,54.69,36.02,44.6,8.95
150,saldanha,0,ZA,1604280685,63,-33.01,17.94,64.4,3.36
151,inhambane,100,MZ,1604280582,75,-23.86,35.38,71.02,7.45
152,plover,1,US,1604280685,46,44.46,-89.54,28.99,3.36
153,lubango,28,AO,1604280685,72,-14.92,13.49,63.79,1.28
154,kodiak,90,US,1604280493,39,57.79,-152.41,30.2,14.99
155,yarada,20,IN,1604280685,100,17.65,83.27,75.2,3.36
156,qaqortoq,0,GL,1604280685,68,60.72,-46.03,24.8,3.36
157,norman wells,75,CA,1604280685,77,65.28,-126.83,5.0,5.82
158,shitanjing,0,CN,1604280686,56,39.23,106.34,39.67,6.51
159,lebedinyy,100,RU,1604280686,91,58.52,125.52,-8.57,4.12
160,new norfolk,99,AU,1604280464,32,-42.78,147.06,75.0,1.99
161,chara,27,RU,1604280686,83,56.91,118.26,-3.53,1.77
162,haukipudas,75,FI,1604280686,81,65.18,25.35,44.6,14.99
163,namatanai,55,PG,1604280687,71,-3.67,152.43,84.36,3.18
164,tevriz,25,RU,1604280687,98,57.51,72.4,28.6,6.06
165,nicolas bravo,41,MX,1604280687,94,18.45,-88.92,72.66,5.35
166,charters towers,0,AU,1604280412,32,-20.1,146.27,88.9,12.64
167,dunedin,51,NZ,1604280687,65,-45.87,170.5,55.99,17.0
168,taclobo,100,PH,1604280687,76,12.31,122.59,82.11,6.76
169,sao filipe,100,CV,1604280506,75,14.9,-24.5,78.94,7.9
170,muzhi,100,RU,1604280497,93,65.37,64.67,23.52,12.41
171,butaritari,66,KI,1604280687,77,3.07,172.79,82.24,9.89
172,qaanaaq,0,GL,1604280449,74,77.48,-69.36,2.79,6.44
173,neiafu,75,TO,1604280688,83,-18.65,-173.98,80.6,10.29
174,vaini,75,TO,1604280688,83,-21.2,-175.2,78.8,10.29
175,manadhoo,32,MV,1604280688,69,5.77,73.38,82.33,5.73
176,tumbi,16,TZ,1604280688,60,-5.07,32.73,73.4,17.22
177,staryy nadym,86,RU,1604280688,97,65.61,72.68,24.55,16.17
178,saint-denis,90,FR,1604280689,77,48.92,2.33,66.2,17.22
179,nioro,0,GM,1604280689,68,13.35,-15.75,76.91,6.04
180,araouane,93,ML,1604280689,15,18.9,-3.53,82.22,6.91
181,sitka,90,US,1604280689,87,57.05,-135.33,48.2,21.92
182,victoria,100,HK,1604280571,64,22.29,114.16,78.01,10.16
183,beringovskiy,100,RU,1604280689,93,63.05,179.32,24.71,2.77
184,pangai,20,TO,1604280689,78,-19.8,-174.35,80.6,19.46
185,kholtoson,0,RU,1604280690,82,50.3,103.31,22.42,2.15
186,santiago de cao,97,PE,1604280548,90,-7.96,-79.24,60.39,11.12
187,hami,5,CN,1604280690,47,42.8,93.45,45.54,7.29
188,pevek,100,RU,1604280581,94,69.7,170.31,14.47,8.79
189,flinders,95,AU,1604280690,68,-34.58,150.86,71.01,5.01
190,cidreira,3,BR,1604280690,65,-30.18,-50.21,61.63,6.08
191,methoni,0,GR,1604280691,93,36.82,21.7,61.0,2.71
192,chuy,0,UY,1604280507,83,-33.7,-53.46,53.35,5.55
193,meridian,1,US,1604280691,44,43.61,-116.39,55.0,6.93
194,honiara,20,SB,1604280558,70,-9.43,159.95,89.6,16.11
195,port macquarie,75,AU,1604280524,93,-31.43,152.92,68.0,12.75
196,ryotsu,75,JP,1604280691,87,38.08,138.43,59.0,8.05
197,raduzhnyy,91,RU,1604280692,97,62.1,77.47,24.4,12.37
198,ambovombe,3,MG,1604280692,85,-25.17,46.08,66.61,15.21
199,kavieng,10,PG,1604280692,63,-2.57,150.8,86.5,2.3
200,kavaratti,0,IN,1604280508,71,10.57,72.64,80.96,2.33
201,mitsamiouli,100,KM,1604280693,75,-11.38,43.28,76.68,9.04
202,kruisfontein,20,ZA,1604280693,83,-34.0,24.73,64.0,1.01
203,numan,81,NG,1604280693,31,9.47,12.03,76.33,0.92
204,cururupu,8,BR,1604280570,90,-1.83,-44.87,75.36,3.29
205,fort nelson,90,CA,1604280693,85,58.81,-122.7,14.0,9.17
206,barra patuca,100,HN,1604280693,88,15.8,-84.28,79.84,9.84
207,vostok,24,RU,1604280400,88,46.49,135.88,33.49,4.63
208,tecolutla,94,MX,1604280693,77,20.48,-97.02,74.26,14.88
209,misratah,0,LY,1604280694,59,32.38,15.09,68.11,2.66
210,krasnoselkup,100,RU,1604280642,97,65.7,82.47,21.42,15.52
211,san vicente,0,AR,1604280694,66,-26.62,-54.13,59.59,4.41
212,ballina,40,AU,1604280695,64,-28.87,153.57,78.8,24.16
213,batticaloa,73,LK,1604280695,75,7.71,81.69,80.28,5.82
214,belmonte,75,BR,1604280695,88,-15.86,-38.88,68.0,6.93
215,santa vitoria do palmar,0,BR,1604280695,83,-33.52,-53.37,53.76,4.81
216,severo-kurilsk,19,RU,1604280695,72,50.68,156.12,44.11,10.69
217,lengshuitan,97,CN,1604280696,55,26.41,111.6,63.28,5.14
218,tasiilaq,0,GL,1604280696,74,65.61,-37.64,28.4,4.7
219,kieta,2,PG,1604280696,60,-6.22,155.63,86.16,4.05
220,coahuayana,0,MX,1604280696,79,18.73,-103.68,78.19,0.92
221,leningradskiy,85,RU,1604280540,83,69.38,178.42,16.74,4.52
222,ponta do sol,75,PT,1604280697,82,32.67,-17.1,68.0,4.7
223,opuwo,0,NA,1604280697,36,-18.06,13.84,64.9,3.2
224,longyearbyen,0,SJ,1604280698,69,78.22,15.64,35.6,28.86
225,broken hill,38,AU,1604280555,34,-31.95,141.43,78.8,4.7
226,constitucion,30,CL,1604280561,89,-35.33,-72.42,51.98,6.51
227,beloha,0,MG,1604280698,81,-25.17,45.05,66.38,14.83
228,fortuna,1,US,1604280698,87,40.6,-124.16,55.0,8.05
229,hithadhoo,100,MV,1604280454,73,-0.6,73.08,83.46,7.96
230,saint george,1,US,1604280698,11,37.1,-113.58,71.6,3.36
231,alice springs,0,AU,1604280681,12,-23.7,133.88,87.8,12.75
232,neuquen,0,AR,1604280698,44,-38.95,-68.06,75.2,3.36
233,prince rupert,90,CA,1604280699,66,54.32,-130.32,53.6,19.46
234,lasa,75,IT,1604280565,81,46.62,10.7,48.2,3.36
235,sept-iles,100,CA,1604280620,93,50.2,-66.38,39.2,4.7
236,tahta,0,EG,1604280699,60,26.77,31.5,71.6,5.82
237,talnakh,75,RU,1604280699,85,69.49,88.4,19.4,6.71
238,puerto del rosario,20,ES,1604280699,88,28.5,-13.86,69.8,16.11
239,midland,1,US,1604280497,36,32.0,-102.08,60.8,5.82
240,haverfordwest,99,GB,1604280699,100,51.8,-4.97,63.0,41.38
241,cap malheureux,63,MU,1604280566,70,-19.98,57.61,66.99,3.0
242,lakatoro,40,VU,1604280700,70,-16.1,167.42,84.2,11.41
243,bayeux,75,BR,1604280700,83,-7.12,-34.93,78.8,6.93
244,keita,0,NE,1604280700,21,14.76,5.77,76.03,10.29
245,klaksvik,10,FO,1604280700,87,62.23,-6.59,44.6,11.41
246,hamilton,90,US,1604280606,44,39.18,-84.53,39.2,11.41
247,guerrero negro,0,MX,1604280700,66,27.98,-114.06,70.25,10.89
248,novyy urgal,90,RU,1604280701,84,51.07,132.56,34.05,2.55
249,pittsburg,92,US,1604280701,38,38.03,-121.88,73.99,0.29
250,saint-joseph,90,RE,1604280701,56,-21.37,55.62,69.8,5.82
251,necochea,13,AR,1604280701,66,-38.55,-58.74,57.99,10.0
252,pacific grove,1,US,1604280450,72,36.62,-121.92,68.0,6.46
253,luderitz,100,NA,1604280701,68,-26.65,15.16,61.09,5.61
254,orapa,13,BW,1604280701,64,-21.28,25.37,68.47,16.69
255,kargasok,97,RU,1604280702,98,59.06,80.86,29.5,10.25
256,custoias,72,PT,1604280702,9,41.11,-7.32,63.0,4.0
257,pelham,1,US,1604280702,38,33.29,-86.81,60.8,10.29
258,kununurra,96,AU,1604280488,41,-15.77,128.73,95.0,4.7
259,ghazipur,0,IN,1604280702,44,25.58,83.57,69.44,6.06
260,kirkwood,1,US,1604280702,41,38.58,-90.41,44.01,5.82
261,livramento,40,BR,1604280702,94,-3.03,-60.18,80.6,3.36
262,maragogi,96,BR,1604280425,84,-9.01,-35.22,76.98,10.04
263,muros,99,ES,1604280703,92,42.78,-9.06,66.0,13.0
264,vung tau,93,VN,1604280703,78,10.35,107.08,81.16,5.06
265,frontera,0,MX,1604280703,31,26.93,-101.45,72.0,1.99
266,samarkand,91,UZ,1604280703,33,39.65,66.96,46.4,4.7
267,geraldton,20,AU,1604280703,72,-28.77,114.6,66.2,14.99
268,keti bandar,0,PK,1604280703,57,24.14,67.45,77.41,7.27
269,ca mau,100,VN,1604280704,79,9.18,105.15,82.8,4.99
270,chifeng,0,CN,1604280704,64,42.27,118.96,33.8,18.59
271,dawei,0,MM,1604280704,75,14.08,98.2,82.63,4.34
272,saint-georges,75,GD,1604280704,94,12.06,-61.75,77.0,17.22
273,san policarpo,85,PH,1604280608,67,12.18,125.51,84.72,4.16
274,krasnosilka,75,UA,1604280705,93,46.62,30.77,48.2,11.18
275,safaga,40,EG,1604280705,69,26.73,33.94,73.4,8.05
276,paamiut,57,GL,1604280705,93,61.99,-49.67,25.56,5.68
277,bayan,1,CN,1604280705,50,46.08,127.4,35.01,14.12
278,pisco,90,PE,1604280705,82,-13.7,-76.22,64.4,14.99
279,bilibino,100,RU,1604280705,93,68.05,166.44,9.43,1.21
280,ambalavao,17,MG,1604280706,87,-21.83,46.93,56.86,3.83
281,san ramon de la nueva oran,0,AR,1604280706,56,-23.13,-64.33,71.01,3.33
282,port-gentil,100,GA,1604280706,87,-0.72,8.78,78.17,10.36
283,syke,75,DE,1604280706,82,52.9,8.83,64.4,16.11
284,xichang,100,CN,1604280707,65,27.9,102.26,50.34,4.83
285,ivaipora,1,BR,1604280707,72,-24.25,-51.68,61.07,11.3
286,sinegorye,100,RU,1604280707,93,62.08,150.48,19.31,0.72
287,puerto parra,100,CO,1604280707,87,6.65,-74.06,74.68,0.72
288,kurchum,99,KZ,1604280707,77,48.57,83.65,34.95,2.04
289,kloulklubed,75,PW,1604280707,74,7.04,134.26,86.0,6.93
290,thompson,75,CA,1604280467,100,55.74,-97.86,21.2,3.36
291,kilosa,93,TZ,1604280708,86,-6.83,36.98,70.34,3.78
292,thunder bay,5,CA,1604280503,57,48.4,-89.32,23.0,4.7
293,vladivostok,0,RU,1604280608,33,43.11,131.87,44.6,8.95
294,kotaparh,0,IN,1604280708,79,19.15,82.35,71.04,4.21
295,belaya gora,99,RU,1604280708,90,68.53,146.42,-3.86,8.61
296,pangody,83,RU,1604280708,97,65.85,74.49,26.08,18.61
297,aripuana,100,BR,1604280709,98,-9.17,-60.63,71.65,2.46
298,igrim,49,RU,1604280709,94,63.19,64.42,26.76,9.08
299,lincoln,1,US,1604280567,41,40.8,-96.67,43.0,4.07
300,russell,1,US,1604280571,81,32.35,-85.2,64.4,6.93
301,vaitape,0,PF,1604280553,78,-16.52,-151.75,81.27,20.69
302,vulcan,100,RO,1604280709,64,45.38,23.27,40.77,2.59
303,boli,0,CN,1604280709,63,45.77,130.52,38.08,13.56
304,weyburn,0,CA,1604280709,45,49.67,-103.85,42.8,6.93
305,sechura,98,PE,1604280710,82,-5.56,-80.82,63.77,13.58
306,port hedland,40,AU,1604280710,51,-20.32,118.57,84.2,12.75
307,the valley,75,AI,1604280536,78,18.22,-63.06,82.99,13.87
308,anadyr,75,RU,1604280512,85,64.75,177.48,15.8,6.71
309,jacqueville,40,CI,1604280710,88,5.21,-4.41,80.6,6.93
310,hermosillo,40,MX,1604280710,11,29.07,-110.97,95.0,5.82
311,oksfjord,99,NO,1604280710,81,70.24,22.35,42.8,20.8
312,lorengau,38,PG,1604280711,64,-2.02,147.27,87.22,5.06
313,bad freienwalde,100,DE,1604280711,25,52.79,14.03,60.01,12.08
314,dortyol,68,TR,1604280711,67,36.86,36.23,66.99,8.01
315,rawson,100,AR,1604280447,26,-43.3,-65.1,75.16,25.59
316,half moon bay,1,US,1604280501,93,37.46,-122.43,77.0,8.05
317,upata,99,VE,1604280711,94,8.01,-62.4,73.99,3.0
318,porosozero,95,RU,1604280711,97,62.72,32.73,31.89,8.14
319,shenjiamen,99,CN,1604280712,81,29.96,122.3,63.88,15.68
320,saquarema,20,BR,1604280712,72,-22.92,-42.51,68.0,6.93
321,tutoia,26,BR,1604280712,81,-2.76,-42.27,80.55,10.92
322,moroni,98,KM,1604280712,72,-11.7,43.26,74.82,2.71
323,iquique,90,CL,1604280588,77,-20.22,-70.14,62.6,9.17
324,namibe,12,AO,1604280712,77,-15.2,12.15,70.02,4.76
325,hovsan,75,AZ,1604280713,100,40.37,50.09,51.8,2.24
326,nikki,13,BJ,1604280713,37,9.94,3.21,72.86,1.83
327,sao geraldo do araguaia,100,BR,1604280713,75,-6.4,-48.55,78.12,1.43
328,bellavista,20,PE,1604280713,83,-7.06,-76.59,77.0,2.24
329,waggaman,20,US,1604280608,60,29.92,-90.21,68.0,10.29
330,shingu,75,JP,1604280460,73,33.73,135.98,69.8,8.05
331,sivakasi,15,IN,1604280714,83,9.45,77.82,78.8,3.36
332,camacha,20,PT,1604280714,88,33.08,-16.33,66.2,3.69
333,kondoa,47,TZ,1604280714,85,-4.9,35.78,61.41,7.02
334,port elizabeth,40,ZA,1604280220,88,-33.92,25.57,64.4,11.41
335,amuntai,100,ID,1604280714,92,-2.42,115.25,76.93,1.28
336,bandar-e lengeh,0,IR,1604280714,83,26.56,54.88,71.6,4.7
337,turayf,40,SA,1604280622,93,31.67,38.66,59.0,8.05
338,nikel,90,RU,1604280715,93,69.41,30.22,39.2,24.16
339,bimbo,40,CF,1604280715,88,4.26,18.42,73.4,1.1
340,hasaki,75,JP,1604280715,93,35.73,140.83,64.4,9.17
341,aranos,21,NA,1604280715,29,-24.13,19.12,72.41,10.65
342,nadvoitsy,56,RU,1604280715,94,63.87,34.32,32.81,10.22
343,cavan,97,IE,1604280715,92,53.99,-7.36,44.01,3.0
344,khani,90,GE,1604280715,82,41.96,42.96,59.0,13.87
345,bethel,90,US,1604280467,81,41.37,-73.41,48.2,11.41
346,beidao,12,CN,1604280716,42,34.57,105.89,50.95,1.5
347,qasigiannguit,100,GL,1604280716,67,68.82,-51.19,19.4,6.93
348,conde,75,BR,1604280716,83,-7.26,-34.91,78.8,6.93
349,luau,1,AO,1604280716,84,-10.71,22.22,63.18,3.44
350,cherskiy,100,RU,1604280716,92,68.75,161.3,2.17,5.61
351,okhotsk,100,RU,1604280716,87,59.38,143.3,22.35,18.9
352,sterling,20,US,1604280716,37,39.01,-77.43,51.8,18.34
353,tocopilla,0,CL,1604280717,58,-22.09,-70.2,61.57,2.71
354,ancud,0,CL,1604280717,87,-41.87,-73.82,52.0,2.24
355,havre-saint-pierre,90,CA,1604280717,80,50.23,-63.6,41.0,16.11
356,bereda,100,ES,1604280717,100,43.27,-7.54,66.0,11.99
357,manggar,100,ID,1604280717,87,-2.88,108.27,77.72,6.46
358,malmesbury,0,ZA,1604280718,72,-33.46,18.73,64.0,8.05
359,takoradi,67,GH,1604280718,90,4.88,-1.76,77.59,6.44
360,ambilobe,90,MG,1604280592,67,-13.2,49.05,72.19,6.62
361,port hardy,75,CA,1604280718,76,50.7,-127.42,51.8,3.36
362,manokwari,100,ID,1604280718,79,-0.87,134.08,81.18,7.94
363,kontagora,3,NG,1604280718,39,10.4,5.47,71.92,2.46
364,berck,90,FR,1604280718,88,50.4,1.6,64.4,17.22
365,ostrovnoy,100,RU,1604280719,92,68.05,39.51,39.0,23.42
366,kirakira,99,SB,1604280719,87,-10.45,161.92,78.69,8.19
367,madras,20,IN,1604280431,100,13.09,80.28,77.0,3.36
368,bani walid,0,LY,1604280719,80,31.76,13.99,57.94,0.76
369,ugoofaaru,56,MV,1604280719,70,5.67,73.0,82.33,5.84
370,warrnambool,3,AU,1604280719,71,-38.38,142.48,71.01,4.0
371,lecce,20,IT,1604280719,100,40.22,18.17,53.6,2.24
372,banda aceh,100,ID,1604280719,73,5.56,95.32,82.58,8.43
373,nouakchott,100,MR,1604280720,60,18.09,-15.98,75.2,9.17
374,mizan teferi,64,ET,1604280720,92,6.98,35.58,61.12,2.01
375,issoire,90,FR,1604280720,63,45.55,3.25,60.8,11.41
376,kahului,40,US,1604280720,55,20.89,-156.47,87.8,10.29
377,lufilufi,75,WS,1604280720,74,-13.87,-171.6,86.0,18.66
378,calama,0,CL,1604280720,24,-22.47,-68.93,55.4,9.17
379,buala,42,SB,1604280720,64,-8.14,159.59,87.46,2.98
380,ratnagiri,7,IN,1604280720,72,16.98,73.3,77.29,4.81
381,carmarthen,100,GB,1604280721,100,51.86,-4.31,60.01,41.38
382,rancho palos verdes,40,US,1604280721,40,33.74,-118.39,72.0,12.75
383,sioux lookout,75,CA,1604280571,58,50.1,-91.92,24.8,10.29
384,portland,1,US,1604280452,41,45.52,-122.68,61.0,8.05
385,amga,58,RU,1604280642,86,60.9,131.96,-5.04,2.46
