,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temperature,Windspeed
205,taltal,30,CL,1604457280,77,-25.4,-70.48,56.34,2.55
206,barra do garcas,83,BR,1604457019,45,-15.89,-52.26,78.64,1.39
209,port lincoln,100,AU,1604457280,63,-34.73,135.87,58.77,17.98
211,molteno,75,ZA,1604457280,46,-31.4,26.36,63.57,8.19
212,espinosa,97,BR,1604457281,86,-14.93,-42.82,65.71,3.8
214,rio grande,1,BR,1604457281,77,-32.03,-52.1,55.99,1.01
215,rocha,0,UY,1604457126,92,-34.48,-54.33,50.7,4.94
216,morondava,0,MG,1604457281,78,-20.28,44.28,75.61,3.78
217,quatre cocos,40,MU,1604457281,73,-20.21,57.76,69.8,9.17
218,sao joao da barra,57,BR,1604457281,74,-21.64,-41.05,70.86,13.56
223,mitsamiouli,5,KM,1604457282,75,-11.38,43.28,76.64,9.98
224,kruisfontein,100,ZA,1604457282,93,-34.0,24.73,66.0,4.03
226,kavieng,100,PG,1604457282,69,-2.57,150.8,85.87,4.83
228,maputo,40,MZ,1604457282,88,-25.97,32.59,73.99,2.24
231,vao,100,NC,1604457283,90,-22.67,167.48,73.24,13.02
234,broken hill,75,AU,1604457283,47,-31.95,141.43,77.0,14.99
235,sola,91,VU,1604457283,77,-13.88,167.55,81.66,12.57
240,saldanha,49,ZA,1604457284,93,-33.01,17.94,60.8,6.04
247,mpulungu,80,ZM,1604457284,47,-8.76,31.11,75.85,6.24
248,ahipara,100,NZ,1604457285,77,-35.17,173.17,66.92,12.88
250,reporoa,100,NZ,1604457285,63,-38.43,176.35,70.0,5.01
256,mtambile,0,TZ,1604457286,79,-5.38,39.7,76.96,9.55
264,esperance,75,AU,1604457287,63,-33.87,121.9,62.6,13.87
267,airai,97,TL,1604457288,32,-8.93,125.41,82.31,5.48
271,lorengau,90,PG,1604457288,74,-2.02,147.27,85.01,5.28
282,geraldton,13,AU,1604457070,32,-28.77,114.6,80.6,12.75
284,eenhana,0,NA,1604457023,27,-17.47,16.33,73.4,3.36
285,remanso,100,BR,1604457014,87,-9.62,-42.08,74.84,6.73
288,almeirim,100,BR,1604457290,88,-1.52,-52.58,76.8,3.2
290,caravelas,92,BR,1604457290,83,-17.71,-39.25,68.9,3.62
291,dubbo,0,AU,1604457290,24,-32.25,148.62,82.4,8.05
295,putina,100,PE,1604457291,70,-15.47,-69.43,44.24,8.03
296,richards bay,23,ZA,1604457291,85,-28.78,32.04,70.27,7.45
300,port-gentil,11,GA,1604457291,83,-0.72,8.78,79.25,8.9
301,port hedland,0,AU,1604457292,44,-20.32,118.57,93.2,11.41
309,mineiros,2,BR,1604457104,56,-17.57,-52.55,66.83,3.29
316,sao gabriel da cachoeira,100,BR,1604457293,96,-0.13,-67.09,73.99,1.19
324,cidreira,1,BR,1604457294,78,-30.18,-50.21,61.11,11.65
326,presidencia roque saenz pena,0,AR,1604457294,66,-26.79,-60.44,65.55,7.81
328,port macquarie,2,AU,1604457295,48,-31.43,152.92,79.0,1.99
332,huarmey,8,PE,1604457295,85,-10.07,-78.15,62.56,7.34
336,antofagasta,75,CL,1604457030,77,-23.65,-70.4,59.0,9.17
338,nsanje,0,MW,1604457296,85,-16.92,35.26,73.9,4.74
344,coromandel,1,BR,1604457297,90,-18.47,-47.2,62.51,1.36
345,zambezi,100,ZM,1604457297,93,-13.54,23.1,64.87,4.9
347,rawson,88,AR,1604457297,58,-43.3,-65.1,64.98,10.42
350,coquimbo,90,CL,1604457276,100,-29.95,-71.34,53.6,4.7
353,quelimane,20,MZ,1604457299,94,-17.88,36.89,77.0,5.82
354,merauke,100,ID,1604457299,69,-8.47,140.33,84.6,6.62
359,necochea,78,AR,1604457300,71,-38.55,-58.74,61.0,15.01
360,soyo,52,AO,1604457300,87,-6.13,12.37,77.79,9.22
361,vredendal,57,ZA,1604457300,84,-31.67,18.5,61.81,7.2
366,tuatapere,19,NZ,1604457300,55,-46.13,167.68,72.0,11.01
377,noumea,0,NC,1604457302,58,-22.28,166.46,82.4,6.93
379,tautira,75,PF,1604457303,66,-17.73,-149.15,84.2,10.29
381,mount gambier,90,AU,1604457303,59,-37.83,140.77,60.8,17.22
383,warmbad,1,NA,1604457303,55,-28.45,18.73,62.92,9.6
390,ambilobe,3,MG,1604457304,78,-13.2,49.05,70.74,5.12
397,belmonte,90,BR,1604457305,94,-15.86,-38.88,68.0,4.7
412,samarai,75,PG,1604457307,81,-10.62,150.67,81.54,11.99
418,buenos aires,0,AR,1604457146,72,-34.61,-58.38,68.0,14.99
419,miandrivazo,21,MG,1604457308,67,-19.52,45.47,78.39,0.96
435,mackay,8,AU,1604457082,51,-21.15,149.2,84.0,11.41
439,cabedelo,20,BR,1604457310,83,-6.98,-34.83,78.8,8.05
441,jardim,0,BR,1604457310,56,-21.48,-56.14,69.19,3.74
446,sesheke,80,ZM,1604457311,93,-17.48,24.3,62.6,5.82
462,kilindoni,16,TZ,1604457314,75,-7.91,39.67,78.06,9.31
468,nova olinda do norte,52,BR,1604457263,71,-3.89,-59.09,80.28,1.92
475,alice springs,0,AU,1604457071,6,-23.7,133.88,98.6,8.05
478,ballina,0,AU,1604457316,56,-28.87,153.57,81.0,10.29
479,cilegon,0,ID,1604457316,58,-6.02,106.05,86.0,3.36
480,cairns,65,AU,1604457276,33,-16.92,145.77,91.0,13.87
488,coihaique,0,CL,1604457317,66,-45.58,-72.07,53.6,6.93
491,micheweni,0,TZ,1604457318,81,-4.97,39.83,76.59,8.72
496,sechura,14,PE,1604457318,78,-5.56,-80.82,63.99,9.46
500,manta,20,EC,1604457319,83,-0.95,-80.73,73.4,10.29
501,henties bay,0,NA,1604457319,91,-22.12,14.28,57.99,6.26
506,touros,40,BR,1604457320,83,-5.2,-35.46,78.8,8.05
508,salta,0,AR,1604457320,40,-24.79,-65.41,68.0,2.24
509,olinda,75,BR,1604457320,74,-8.01,-34.86,80.6,8.05
515,burnie,79,AU,1604457321,55,-41.07,145.92,63.0,15.99
520,isangel,100,VU,1604457322,78,-19.55,169.27,76.87,9.17
522,moerai,100,PF,1604457322,83,-22.43,-151.33,77.5,6.64
526,kieta,87,PG,1604457323,70,-6.22,155.63,85.3,5.32
527,dondo,0,MZ,1604457323,92,-19.61,34.74,70.09,4.09
528,constitucion,0,CL,1604457323,69,-35.33,-72.42,54.63,12.73
530,yulara,90,AU,1604457324,22,-25.24,130.99,91.4,8.05
538,omboue,65,GA,1604457325,91,-1.57,9.26,76.41,5.21
541,santarem,75,BR,1604457325,94,-2.44,-54.71,77.0,4.7
543,hualmay,14,PE,1604457068,84,-11.1,-77.61,62.11,7.23
545,benguela,7,AO,1604457326,79,-12.58,13.41,74.8,3.15
547,shakawe,79,BW,1604457326,87,-18.37,21.85,64.74,2.75
549,lima,0,PE,1604457150,82,-12.04,-77.03,62.6,9.17
552,luganville,96,VU,1604457327,75,-15.53,167.17,80.6,7.81
553,talcahuano,90,CL,1604457327,82,-36.72,-73.12,55.4,9.17
563,dargaville,100,NZ,1604457329,64,-35.93,173.88,70.54,12.62
