,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temperature,Windspeed
154,narsaq,100,GL,1604457273,93,60.92,-46.05,37.4,16.11
157,wasilla,1,US,1604457260,43,61.58,-149.44,15.8,5.82
158,norman wells,75,CA,1604457274,84,65.28,-126.83,-0.4,2.24
159,dikson,0,RU,1604457274,92,73.51,80.55,2.68,7.27
160,avera,1,US,1604457274,87,33.19,-82.53,46.4,2.3
162,morgan city,1,US,1604457274,81,29.7,-91.21,55.4,5.14
164,nantucket,1,US,1604457108,44,41.28,-70.1,41.0,11.41
165,poltava,1,UA,1604457274,94,49.59,34.54,43.09,6.29
166,americus,1,US,1604457275,76,32.07,-84.23,50.0,2.62
167,hambantota,40,LK,1604457275,94,6.12,81.12,80.6,1.12
168,egvekinot,0,RU,1604457275,79,66.32,-179.17,6.51,3.49
169,genhe,95,CN,1604457275,85,50.78,121.52,18.72,3.71
170,sokolo,73,ML,1604457275,16,14.73,-6.12,81.77,9.46
171,southbridge,0,US,1604457276,62,42.08,-72.03,28.99,0.63
172,blairmore,18,CA,1604457276,43,49.6,-114.44,53.6,25.28
174,akyab,61,MM,1604457276,80,20.15,92.9,79.54,2.77
175,naze,75,JP,1604457276,60,28.37,129.48,69.8,16.11
176,senftenberg,95,DE,1604457276,76,51.52,14.02,51.01,1.99
177,balkanabat,25,TM,1604457276,21,39.51,54.37,65.98,14.72
178,truth or consequences,1,US,1604457276,31,33.13,-107.25,64.4,3.36
182,kungurtug,100,RU,1604457277,92,50.6,97.52,24.98,0.56
184,grand-santi,87,GF,1604457277,97,4.25,-54.38,73.58,2.24
186,tarare,76,FR,1604457278,90,45.9,4.43,46.0,3.44
187,phek,91,IN,1604457278,100,25.67,94.5,60.85,1.34
188,key west,90,US,1604457116,69,24.56,-81.78,75.2,16.11
191,ahuimanu,75,US,1604457278,83,21.44,-157.84,86.0,8.05
193,olafsvik,100,IS,1604457278,92,64.89,-23.71,44.44,29.37
194,kristiinankaupunki,33,FI,1604457279,80,62.27,21.38,45.9,15.43
197,syracuse,40,IT,1604457279,87,37.09,15.28,59.0,4.7
200,inirida,97,CO,1604457279,95,3.87,-67.92,74.79,1.79
201,sarangani,66,PH,1604457279,71,5.4,125.46,83.34,5.17
202,okolona,1,US,1604457134,50,38.14,-85.69,55.4,6.93
203,beringovskiy,86,RU,1604457280,82,63.05,179.32,24.26,7.81
204,paamiut,100,GL,1604457280,91,61.99,-49.67,33.22,26.15
207,iisalmi,0,FI,1604457280,87,63.56,27.19,42.8,12.75
208,dale,1,US,1604457280,54,38.17,-86.99,55.4,5.82
210,sao filipe,100,CV,1604457280,75,14.9,-24.5,77.58,4.56
213,muli,61,MV,1604457281,70,2.92,73.57,82.71,3.87
219,boone,1,US,1604457281,48,39.03,-92.33,64.4,8.05
220,pangnirtung,100,CA,1604457281,82,66.15,-65.71,18.28,5.84
221,valdosta,1,US,1604456447,81,30.83,-83.28,50.0,4.76
222,talnakh,40,RU,1604457282,83,69.49,88.4,-11.2,2.24
225,san andres,75,CO,1604457054,94,12.58,-81.7,77.0,9.17
227,baghdad,0,IQ,1604457036,52,33.34,44.4,64.4,4.7
229,thompson,90,CA,1604457282,100,55.74,-97.86,23.0,3.36
230,taebla,0,EE,1604457283,92,58.95,23.74,46.99,5.99
232,waddan,0,LY,1604457283,63,29.16,16.14,58.53,6.49
233,bilma,0,NE,1604457283,24,18.69,12.92,69.39,7.7
236,khalkhal,100,IR,1604457283,70,37.62,48.53,46.8,2.33
237,tucumcari,1,US,1604457283,38,35.17,-103.72,60.8,5.82
238,zhuhai,20,CN,1604457283,64,22.28,113.57,79.0,10.29
239,provideniya,3,RU,1604457283,86,64.38,-173.3,17.06,4.23
241,nizhniy kuranakh,100,RU,1604457284,94,58.84,125.49,13.57,5.73
242,guerrero negro,0,MX,1604457284,76,27.98,-114.06,69.75,13.62
243,stornoway,39,GB,1604457284,93,58.21,-6.39,44.01,9.17
244,mezen,100,RU,1604457284,85,65.85,44.24,43.12,10.29
245,garmsar,65,IR,1604457284,40,35.22,52.34,54.12,0.27
246,nanortalik,100,GL,1604457284,87,60.14,-45.24,38.3,19.77
249,cisneros,75,CO,1604457285,100,6.54,-75.09,60.8,3.36
251,blagoyevo,100,RU,1604457285,89,63.37,47.92,41.74,11.39
252,surman,45,LY,1604457286,57,32.76,12.57,67.46,5.23
253,amapa,100,BR,1604457286,98,1.0,-52.0,74.1,1.88
254,krasnyy klyuch,0,RU,1604457286,91,55.39,56.65,33.75,5.44
255,kidal,94,ML,1604457286,20,18.44,1.41,74.16,11.05
257,saint andrews,1,US,1604457286,70,34.05,-81.13,46.99,1.95
258,sioux lookout,5,CA,1604457286,94,50.1,-91.92,32.0,2.24
259,casselman,86,CA,1604457067,79,45.32,-75.08,30.0,1.12
260,bayir,0,TR,1604457287,62,37.27,28.22,57.2,3.36
261,linda,1,US,1604457287,45,39.13,-121.55,64.4,5.35
262,veraval,0,IN,1604457287,49,20.9,70.37,81.1,7.27
263,tromso,20,NO,1604457287,72,69.65,18.96,44.6,29.97
265,nouadhibou,0,MR,1604457287,64,20.93,-17.03,69.8,12.75
266,lagoa,93,PT,1604457287,66,39.05,-27.98,61.3,14.65
268,lerwick,99,GB,1604457288,87,60.15,-1.15,44.6,19.46
269,dingle,100,PH,1604457288,77,11.0,122.67,84.16,4.09
270,san patricio,1,US,1604457288,77,28.02,-97.52,66.99,4.7
272,anadyr,0,RU,1604457288,77,64.75,177.48,6.8,2.24
273,sitka,90,US,1604457288,86,57.05,-135.33,37.4,12.75
274,harer,0,ET,1604457288,64,9.31,42.13,52.68,2.24
275,herat,0,AF,1604457289,36,34.5,62.0,44.6,2.24
276,westport,20,US,1604457065,55,41.14,-73.36,43.0,6.93
277,hasaki,20,JP,1604457289,44,35.73,140.83,63.0,9.17
278,ola,100,RU,1604457289,96,59.58,151.28,33.35,3.96
279,nalut,6,LY,1604457289,52,30.33,10.85,59.59,9.53
280,college,20,US,1604457289,68,64.86,-147.8,-16.6,1.3
281,longyearbyen,75,SJ,1604457289,68,78.22,15.64,30.2,16.11
283,beian,75,NO,1604457290,70,63.66,9.57,46.4,21.92
286,mayya,0,RU,1604457290,84,61.73,130.28,-2.2,2.24
287,kargasok,100,RU,1604457125,97,59.06,80.86,26.71,11.77
289,lovozero,100,RU,1604457290,88,68.0,35.01,34.95,3.71
292,nikolskoye,75,RU,1604457290,87,59.7,30.79,46.99,6.71
293,creel,26,MX,1604457291,52,27.75,-107.63,51.46,4.09
294,rangapara,27,IN,1604457291,76,26.82,92.65,76.8,1.88
297,la palma,1,US,1604457291,77,33.85,-118.05,66.0,8.05
298,petropavlovsk-kamchatskiy,57,RU,1604457291,61,53.05,158.65,50.0,17.9
299,pacifica,20,US,1604457080,82,37.61,-122.49,57.0,13.87
302,kamaishi,40,JP,1604457292,75,39.27,141.88,46.4,6.93
303,greensburg,1,US,1604457142,56,40.3,-79.54,44.6,8.05
304,petropavlovka,94,RU,1604457292,84,50.61,105.32,32.11,1.7
305,bihoro,75,JP,1604457292,39,43.82,144.1,46.4,6.93
306,kouango,99,CF,1604457292,91,4.99,19.96,72.0,0.47
307,villa literno,20,IT,1604457292,93,41.01,14.08,62.01,3.85
308,ayagoz,100,KZ,1604457292,90,47.97,80.44,24.85,13.51
310,wakkanai,75,JP,1604457293,59,45.41,141.67,35.6,29.97
311,koslan,100,RU,1604457293,90,63.46,48.9,41.07,12.26
312,bar harbor,1,US,1604457293,68,44.39,-68.2,30.0,8.05
313,srednekolymsk,6,RU,1604457293,86,67.45,153.68,-4.32,9.51
314,coahuayana,0,MX,1604457293,68,18.73,-103.68,75.83,2.13
315,road town,63,VG,1604457265,85,18.42,-64.62,81.0,1.99
317,pak phanang,40,TH,1604457293,79,8.35,100.2,86.0,3.36
318,clyde river,1,CA,1604457077,78,70.47,-68.59,8.6,20.8
319,liverpool,0,GB,1604457206,93,53.41,-2.98,45.0,5.82
320,vostok,53,RU,1604457054,85,46.49,135.88,20.34,13.76
321,tonj,29,SS,1604457294,80,7.27,28.68,73.76,0.47
322,tornio,48,FI,1604457294,86,65.85,24.15,39.2,6.93
323,san cristobal,99,VE,1604457294,92,7.77,-72.22,67.42,1.79
325,milicz,100,PL,1604457294,98,51.53,17.27,52.0,5.17
327,kalmunai,10,LK,1604457127,67,7.42,81.82,83.7,3.06
329,lafiagi,98,NG,1604457295,48,8.87,5.42,80.83,0.56
330,komsomolskiy,0,UZ,1604457295,41,40.43,71.72,39.2,9.17
331,aykhal,75,RU,1604457295,84,66.0,111.5,-0.4,2.24
333,fortuna,90,US,1604457295,100,40.6,-124.16,55.99,2.8
334,salalah,0,OM,1604457023,56,17.02,54.09,69.8,3.36
335,suhut,99,TR,1604457296,77,38.53,30.55,41.61,6.04
337,ixtapa,5,MX,1604457296,69,20.7,-105.2,78.8,4.7
339,ucluelet,90,CA,1604457201,93,48.93,-125.55,53.6,11.41
340,paraiso,90,CR,1604457296,100,9.84,-83.87,68.0,4.7
341,sundargarh,0,IN,1604457296,82,22.12,84.03,68.0,1.12
342,hudson bay,12,CA,1604457297,86,52.85,-102.38,37.11,1.7
343,pong,75,TH,1604457297,83,19.15,100.28,78.8,2.08
346,oromocto,1,CA,1604457231,67,45.84,-66.48,25.0,4.7
348,torbay,20,CA,1604457297,76,47.67,-52.73,33.8,6.42
349,severo-kurilsk,3,RU,1604457298,72,50.68,156.12,41.63,14.16
351,bairiki,20,KI,1604457214,58,1.33,172.98,87.8,13.87
352,banda aceh,63,ID,1604457299,66,5.56,95.32,83.91,4.7
355,ormara,0,PK,1604457299,35,25.21,64.64,73.42,3.6
356,tsurib,98,RU,1604457299,52,42.24,46.83,48.72,7.85
357,pokrovsk,82,UA,1604457299,94,48.28,37.18,47.95,7.9
358,benemerito de las americas,100,MX,1604457299,80,16.52,-90.64,71.02,4.76
362,coronado,40,US,1604457124,82,32.69,-117.18,68.0,10.29
363,hagonoy,75,PH,1604457300,83,14.83,120.73,84.2,4.7
364,kamenka,99,RU,1604457300,84,51.32,42.77,42.31,5.37
365,usinsk,100,RU,1604457300,90,65.99,57.53,40.24,21.92
367,saint george,1,US,1604457300,22,37.1,-113.58,75.2,1.66
368,mindelo,20,CV,1604457301,73,16.89,-24.98,77.0,20.8
369,miraflores,5,MX,1604457301,45,19.22,-98.81,62.6,4.7
370,bronnoysund,75,NO,1604457301,81,65.46,12.2,44.6,26.4
371,mecca,0,SA,1604457301,85,21.43,39.83,74.03,3.53
372,tura,0,IN,1604457301,55,25.52,90.22,75.7,1.99
373,baglung,0,NP,1604457302,34,28.27,83.59,70.09,1.45
374,muros,1,ES,1604457302,94,42.78,-9.06,42.01,9.71
375,los llanos de aridane,75,ES,1604457302,73,28.66,-17.92,71.6,11.41
376,lata,0,PT,1604457302,82,40.16,-8.33,53.01,7.02
378,kuzhorskaya,100,RU,1604457302,73,44.68,40.31,51.21,10.83
380,dalvik,0,IS,1604457303,69,65.97,-18.53,39.2,14.99
382,palmer,20,US,1604457303,79,42.16,-72.33,28.99,0.47
384,myitkyina,75,MM,1604457303,82,25.38,97.4,77.29,0.85
385,sibolga,100,ID,1604457052,75,1.74,98.78,80.06,3.91
386,cayenne,75,GF,1604457303,88,4.93,-52.33,80.6,3.36
387,hamilton,1,US,1604457304,75,39.18,-84.53,50.0,5.64
388,dzerzhinskoye,99,RU,1604457304,93,56.83,95.23,28.9,9.19
389,baker city,1,US,1604457304,56,44.77,-117.83,43.0,6.93
391,sibu,20,MY,1604457304,74,2.3,111.82,84.2,4.7
392,hohhot,0,CN,1604457304,32,40.81,111.65,39.2,4.47
393,saint-francois,0,FR,1604457304,93,46.42,3.91,41.0,2.24
394,tommot,100,RU,1604457305,93,58.96,126.29,12.78,8.46
395,khor,0,RU,1604457305,77,47.89,134.95,28.27,18.99
396,inuvik,97,CA,1604457305,77,68.35,-133.72,5.0,3.36
398,fort-shevchenko,4,KZ,1604457305,68,44.51,50.26,56.23,7.87
399,camacha,40,PT,1604457305,72,33.08,-16.33,62.6,17.22
400,hovd,99,MN,1604457306,72,48.01,91.64,33.44,8.97
401,floro,100,NO,1604457306,87,61.6,5.03,42.8,10.29
402,bileca,0,BA,1604457306,82,42.87,18.43,57.2,5.82
403,mae hong son,75,TH,1604457306,94,19.3,97.97,75.2,1.72
404,iznoski,29,RU,1604457185,97,54.99,35.31,40.05,3.62
405,borogontsy,75,RU,1604457306,89,62.67,131.17,-1.79,3.96
406,lewistown,1,US,1604457306,79,40.6,-77.57,41.0,3.8
407,roma,75,US,1604457090,69,43.21,-75.46,33.8,6.93
408,ilulissat,100,GL,1604457307,93,69.22,-51.1,35.6,27.51
409,laguna,1,US,1604457106,51,38.42,-121.42,64.99,3.36
410,natchez,1,US,1604457281,87,31.56,-91.4,50.0,2.98
411,lixourion,100,GR,1604457307,80,38.2,20.43,65.26,7.58
413,sinegorye,100,RU,1604457307,91,62.08,150.48,6.08,7.61
414,goderich,0,CA,1604457308,57,43.75,-81.72,50.0,12.75
415,polson,100,US,1604457196,50,47.69,-114.16,51.01,3.0
416,lazaro cardenas,0,MX,1604457077,67,17.96,-102.2,77.79,4.7
417,sur,0,OM,1604457308,34,22.57,59.53,71.53,3.22
420,muzhi,100,RU,1604457308,88,65.37,64.67,34.7,14.03
421,baykit,100,RU,1604457128,93,61.67,96.37,18.95,6.87
422,gavrilov posad,7,RU,1604457308,92,56.56,40.12,39.63,8.41
423,turinsk,0,RU,1604457308,87,58.05,63.7,30.81,9.95
424,marsa matruh,20,EG,1604457309,68,31.35,27.25,64.4,8.05
425,ankang,97,CN,1604457309,51,32.68,109.02,62.94,1.14
426,mindyak,90,RU,1604457309,100,54.02,58.79,23.0,2.24
427,tezu,37,IN,1604457309,69,27.92,96.17,77.0,1.74
428,tahta,0,EG,1604457309,55,26.77,31.5,69.8,6.93
429,bandarbeyla,38,SO,1604457309,83,9.49,50.81,74.8,17.18
430,roald,100,NO,1604457309,81,62.58,6.13,44.6,17.22
431,cedar city,1,US,1604457018,38,37.68,-113.06,59.0,16.11
432,sevierville,1,US,1604457135,75,35.87,-83.56,46.0,2.59
433,pedasi,63,PA,1604457310,82,7.53,-80.03,78.58,21.36
434,gazalkent,0,UZ,1604457310,44,41.56,69.77,37.4,4.7
436,acapulco,5,MX,1604457224,83,16.86,-99.89,82.4,5.82
437,bonnyville,90,CA,1604457069,75,54.27,-110.73,48.2,3.36
438,quzhou,4,CN,1604457310,50,28.96,118.87,60.33,11.59
440,bubaque,0,GW,1604457310,76,11.28,-15.83,83.26,12.37
442,amga,81,RU,1604457311,87,60.9,131.96,2.16,4.74
443,mattru,1,SL,1604457311,97,7.62,-11.83,74.1,1.01
444,tvoroyri,84,FO,1604457311,65,61.56,-6.81,44.6,32.21
445,socorro,20,US,1604457311,30,31.65,-106.3,68.0,3.36
447,faya,0,SA,1604457311,93,18.39,42.45,55.4,1.16
448,tombouctou,36,ML,1604457312,16,20.0,-3.0,78.49,8.46
449,sattenapalle,20,IN,1604457312,83,16.4,80.18,80.6,4.7
450,kenai,1,US,1604457058,37,60.55,-151.26,19.4,5.82
451,puerto madero,20,MX,1604457312,100,14.72,-92.42,78.8,6.49
452,newnan,1,US,1604457312,66,33.38,-84.8,51.8,3.04
453,jizan,0,SA,1604457312,78,17.33,42.67,78.8,3.36
454,beisfjord,99,NO,1604457312,75,68.38,17.6,42.8,20.8
455,celestun,52,MX,1604457312,76,20.87,-90.4,75.47,15.46
456,zalantun,7,CN,1604457313,65,48.0,122.72,33.85,9.75
457,yangambi,100,CD,1604457313,98,0.81,24.43,70.61,1.1
458,sabile,71,LV,1604457313,94,57.05,22.57,44.69,5.97
459,vygonichi,90,RU,1604457313,93,53.1,34.07,46.4,2.24
460,belaya gora,0,RU,1604457313,81,68.53,146.42,-14.08,4.63
461,parlakimidi,8,IN,1604457313,70,18.77,84.08,81.27,2.35
463,taoudenni,0,ML,1604457314,21,22.68,-3.98,72.21,4.54
464,osoyoos,62,CA,1604457251,70,49.03,-119.45,48.2,4.7
465,arlit,95,NE,1604457086,21,18.74,7.39,72.93,6.13
466,berlevag,0,NO,1604457314,70,70.86,29.09,40.91,18.99
467,la rioja,20,ES,1604457314,81,42.25,-2.5,46.0,5.82
469,gat,40,IL,1604457036,77,31.61,34.76,66.2,6.93
470,la romana,75,DO,1604457163,100,18.43,-68.97,69.8,7.83
471,wanxian,91,CN,1604457315,54,30.8,108.39,65.3,0.63
472,havelock,1,US,1604457315,87,34.88,-76.9,48.99,1.95
473,hami,0,CN,1604457315,44,42.8,93.45,48.45,7.23
474,savinskiy,96,RU,1604457315,87,62.93,40.14,45.66,11.05
476,puerto escondido,20,MX,1604457316,74,15.85,-97.07,78.8,4.7
477,iralaya,100,HN,1604457316,87,15.0,-83.23,78.98,23.26
481,seoul,1,KR,1604457269,20,37.57,126.98,46.4,8.77
482,tazovskiy,100,RU,1604457317,96,67.47,78.7,8.35,9.57
483,nevers,0,FR,1604457317,93,46.92,3.33,35.6,0.76
484,krasnoselkup,100,RU,1604457308,95,65.7,82.47,6.85,5.23
485,konstantinovskoye,0,RU,1604457317,100,45.3,42.64,44.6,6.71
486,krasnoarmeysk,99,RU,1604457317,74,51.02,45.7,43.0,5.99
487,malmyzh,49,RU,1604457317,91,56.52,50.68,33.66,5.03
489,gujranwala,0,PK,1604457318,82,32.16,74.19,55.4,3.15
490,katsuura,20,JP,1604457048,51,35.13,140.3,64.0,6.93
492,siemiatycze,88,PL,1604457318,87,52.43,22.86,52.0,1.99
493,port hawkesbury,90,CA,1604457237,80,45.62,-61.35,32.0,11.41
494,yumen,51,CN,1604457318,43,40.28,97.2,47.1,14.83
495,bac lieu,92,VN,1604457318,75,9.29,105.72,82.81,4.52
497,kudahuvadhoo,85,MV,1604457319,68,2.67,72.89,83.32,4.23
498,caraballeda,93,VE,1604457319,83,10.61,-66.85,73.0,9.73
499,tiznit,99,MA,1604457319,38,29.58,-9.5,63.34,0.81
502,neyshabur,0,IR,1604457319,39,36.21,58.8,53.2,2.06
503,brae,99,GB,1604457320,87,60.4,-1.35,44.6,19.46
504,mahibadhoo,99,MV,1604457320,66,3.78,72.97,83.53,2.39
505,xunchang,100,CN,1604457320,75,28.45,104.72,57.92,0.67
507,gumdag,16,TM,1604457320,28,39.21,54.59,58.28,20.49
510,borgarnes,90,IS,1604457320,81,64.54,-21.92,44.6,14.99
511,del rio,1,US,1604457321,35,29.36,-100.9,71.6,8.05
512,erenhot,0,CN,1604457321,54,43.65,111.98,41.88,14.38
513,fort nelson,90,CA,1604457321,85,58.81,-122.7,10.4,5.82
514,sisimiut,100,GL,1604457321,97,66.94,-53.67,32.13,67.82
516,banamba,97,ML,1604457322,29,13.55,-7.45,76.51,4.85
517,bashmakovo,1,RU,1604457322,87,53.21,43.03,40.98,1.32
518,krasnozerskoye,100,RU,1604457322,93,53.98,79.24,28.67,11.59
519,krasnyy chikoy,18,RU,1604457322,89,50.36,108.75,28.81,2.04
521,cabo san lucas,5,MX,1604457322,83,22.89,-109.91,78.01,10.29
523,port hardy,90,CA,1604457075,100,50.7,-127.42,50.0,5.82
524,oksfjord,0,NO,1604457323,64,70.24,22.35,41.0,13.87
525,monaragala,40,LK,1604457323,94,6.87,81.35,80.6,1.12
529,isla mujeres,75,MX,1604457087,88,21.23,-86.73,77.0,12.75
531,kumano,20,JP,1604457324,50,34.34,132.59,57.2,6.93
532,scalea,88,IT,1604457324,75,39.81,15.8,60.1,2.98
533,zlocieniec,74,PL,1604457324,92,53.53,16.01,45.0,1.99
534,storforshei,97,NO,1604457324,93,66.4,14.52,41.0,1.99
535,praia,0,CV,1604457324,83,14.92,-23.51,75.2,8.05
536,reidsville,1,US,1604457272,80,36.35,-79.66,46.0,3.83
537,tilichiki,100,RU,1604457325,100,60.47,166.1,35.71,22.5
539,omsukchan,100,RU,1604457325,94,62.53,155.8,14.77,8.19
540,iqaluit,20,CA,1604457150,78,63.75,-68.51,12.2,23.04
542,haines junction,100,CA,1604457325,84,60.75,-137.51,-0.4,1.12
544,igarka,66,RU,1604457326,92,67.47,86.58,-6.29,0.98
546,marawi,57,PH,1604457326,74,8.0,124.29,84.99,5.01
548,krasnogorskoye,100,RU,1604457326,97,52.3,86.2,28.26,11.07
550,killybegs,64,IE,1604457326,72,54.63,-8.45,47.55,13.0
551,oktyabrskiy,3,RU,1604457327,85,54.48,53.47,35.4,3.2
554,matara,6,LK,1604457327,77,5.95,80.54,81.99,5.26
555,udachnyy,75,RU,1604457328,84,66.42,112.4,-0.4,2.24
556,kljajicevo,75,RS,1604457328,100,45.77,19.28,53.6,8.05
557,varhaug,75,NO,1604457328,93,58.61,5.65,42.8,4.7
558,jiuquan,3,CN,1604457328,45,39.74,98.52,46.13,3.98
